alpha_latitude,alpha_longitude,A00,A01,A02,A03,A04,A05,A06,A07,A08,A09,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,system:index,S1_VH,S1_VV,S1_VV_div_VH,sar_latitude,sar_longitude,match_distance_m
37.00201835453595,-121.17971611168221,0.186082276047674,0.186082276047674,-0.0669896193771626,0.0005536332179930795,0.1034063821607074,0.0711111111111111,0.0246059207996924,0.1358861976163014,0.0297731641676278,-0.16,0.16,-0.0711111111111111,-0.2364628988850442,-0.1663360246059207,0.0842137639369473,0.186082276047674,0.0030142252979623,-0.0888273740868896,-0.1358861976163014,0.0415840061514801,-0.0448442906574394,0.0297731641676278,0.0415840061514801,0.0935640138408304,0.2364628988850442,0.17279507881584,-0.1793771626297577,0.0711111111111111,0.0669896193771626,0.1537870049980776,0.0384467512495194,0.1085121107266436,0.3188927335640138,-0.0415840061514801,-0.0517339484813533,-0.0669896193771626,-0.1476970396001538,-0.0448442906574394,-0.2288965782391388,0.1476970396001538,-0.0517339484813533,-0.0415840061514801,0.1929104190695886,-0.2141330257593233,0.1476970396001538,0.1358861976163014,0.0935640138408304,-0.1793771626297577,0.0,-0.0297731641676278,-0.0199307958477508,-0.0177777777777777,0.0049826989619377,0.0629911572472126,-0.1137408688965782,-0.1301653210303729,0.2214532871972318,-0.0415840061514801,-0.0325413302575932,-0.0629911572472126,0.1417301038062283,0.0246059207996924,0.0297731641676278,-0.1245674740484429,941,-17.642880984652273,-12.015397564298338,3.653830040050204,37.00201079476094,-121.17972247152164,1.0110345314001894
37.03012758238353,-121.17308712998168,0.1417301038062283,0.16,-0.0797231833910034,-0.0325413302575932,0.1085121107266436,0.0415840061514801,0.1190926566705113,0.1358861976163014,0.0553633217993079,-0.1358861976163014,0.1358861976163014,-0.16,-0.2441522491349481,-0.1190926566705113,0.0935640138408304,0.2214532871972318,0.0842137639369473,-0.0482276047673971,-0.2141330257593233,-0.1793771626297577,-0.0120569011918492,-0.0553633217993079,-0.0629911572472126,0.035432525951557,0.2599000384467512,0.2069357939254133,-0.0888273740868896,0.0553633217993079,0.1137408688965782,0.186082276047674,0.0517339484813533,-0.075355632449058,0.2599000384467512,0.0448442906574394,-0.1245674740484429,-0.1476970396001538,-0.0088581314878892,0.0935640138408304,-0.1417301038062283,0.0629911572472126,0.1301653210303729,-0.0935640138408304,0.186082276047674,-0.1998615916955017,0.1793771626297577,0.0384467512495194,0.0669896193771626,0.0669896193771626,0.0199307958477508,-0.0711111111111111,-0.0157477893118031,-0.0415840061514801,0.0797231833910034,0.0842137639369473,0.0177777777777777,-0.059115724721261,0.1929104190695886,-0.0984236831987697,0.0157477893118031,0.0482276047673971,0.2288965782391388,-0.0384467512495194,0.1301653210303729,0.0517339484813533,942,-17.321833314681612,-11.502854821524693,3.81854444047063,37.03012806315388,-121.17307493841916,1.0781871904031055
37.03345277804309,-121.19009580547866,0.1663360246059207,0.0553633217993079,0.1301653210303729,-0.1476970396001538,0.0984236831987697,0.17279507881584,0.1301653210303729,0.035432525951557,0.0448442906574394,-0.1476970396001538,0.0448442906574394,-0.1190926566705113,-0.2599000384467512,-0.0842137639369473,0.0553633217993079,0.1476970396001538,-0.0797231833910034,0.0199307958477508,-0.1301653210303729,-0.2069357939254133,-0.0553633217993079,0.0629911572472126,-0.0842137639369473,0.1663360246059207,0.1537870049980776,0.16,-0.1476970396001538,0.1245674740484429,0.0935640138408304,0.0553633217993079,0.1998615916955017,-0.0629911572472126,0.1476970396001538,-0.0384467512495194,-0.16,-0.0246059207996924,0.0120569011918492,0.0384467512495194,-0.0984236831987697,0.1137408688965782,0.0120569011918492,-0.1537870049980776,0.1301653210303729,-0.2599000384467512,0.1476970396001538,0.1417301038062283,0.0888273740868896,-0.17279507881584,-0.2679584775086506,-0.0842137639369473,-0.0138408304498269,0.0482276047673971,0.035432525951557,-0.0888273740868896,-0.0448442906574394,-0.2288965782391388,0.075355632449058,0.0120569011918492,-0.0088581314878892,0.0888273740868896,0.1476970396001538,-0.0629911572472126,0.0039369473279507,-0.1998615916955017,943,-21.20458670799915,-13.244400488149166,6.251994999459152,37.03345182970513,-121.19005309728902,3.7738190765783886
37.03372233788459,-121.20189392720023,0.2069357939254133,0.1929104190695886,-0.075355632449058,-0.059115724721261,0.0711111111111111,-0.0120569011918492,0.0797231833910034,0.0669896193771626,0.0669896193771626,-0.1476970396001538,0.0448442906574394,-0.0297731641676278,-0.186082276047674,-0.17279507881584,0.0711111111111111,0.1301653210303729,-0.0325413302575932,0.1301653210303729,-0.0669896193771626,0.0448442906574394,-0.0448442906574394,0.2441522491349481,-0.0711111111111111,0.1537870049980776,0.1793771626297577,0.1417301038062283,-0.16,0.1663360246059207,0.1476970396001538,0.0888273740868896,0.0935640138408304,-0.0015378700499807,0.1190926566705113,0.0482276047673971,-0.1034063821607074,-0.1190926566705113,-0.0246059207996924,-0.0797231833910034,-0.1793771626297577,0.2519646289888504,0.0222068435217224,0.0061514801999231,0.2761399461745483,-0.2214532871972318,0.1190926566705113,0.1537870049980776,0.0384467512495194,-0.186082276047674,-0.059115724721261,-0.0448442906574394,0.0030142252979623,-0.0797231833910034,0.1663360246059207,-0.0669896193771626,-0.1663360246059207,-0.0984236831987697,0.1537870049980776,-0.0797231833910034,-0.0888273740868896,-0.16,0.1358861976163014,0.0711111111111111,-0.035432525951557,-0.075355632449058,944,-15.77236063979678,-9.834477992102432,3.924535525787231,37.03372132429036,-121.20182102751099,6.440098272086726
37.04937695716839,-121.19410306999652,0.2069357939254133,0.0711111111111111,0.0711111111111111,-0.0888273740868896,0.1034063821607074,0.1998615916955017,0.0711111111111111,0.0199307958477508,0.0797231833910034,-0.1190926566705113,0.0888273740868896,-0.1245674740484429,-0.2364628988850442,-0.1245674740484429,0.0222068435217224,0.1476970396001538,-0.0553633217993079,-0.0669896193771626,-0.1793771626297577,-0.1793771626297577,-0.0482276047673971,0.0415840061514801,-0.1137408688965782,0.1929104190695886,0.1929104190695886,0.1137408688965782,-0.1034063821607074,0.0482276047673971,0.0797231833910034,0.0984236831987697,0.1301653210303729,-0.1034063821607074,0.1476970396001538,-0.1190926566705113,-0.2364628988850442,0.0039369473279507,-0.0199307958477508,0.059115724721261,-0.1301653210303729,0.0448442906574394,0.0384467512495194,-0.1417301038062283,0.1358861976163014,-0.2214532871972318,0.1929104190695886,0.186082276047674,0.1301653210303729,-0.2141330257593233,-0.1929104190695886,-0.0629911572472126,-0.0629911572472126,0.0074432910419069,0.0669896193771626,0.0030142252979623,-0.1137408688965782,-0.2141330257593233,0.0842137639369473,-0.059115724721261,0.01039600153787,0.0553633217993079,0.1476970396001538,-0.0088581314878892,0.1137408688965782,-0.1245674740484429,948,-23.002598507948317,-14.280473735036544,7.450964209673007,37.049352010234045,-121.19409551606756,2.853088613599236
37.081522293773126,-121.18614096916511,0.1537870049980776,0.0120569011918492,0.0935640138408304,-0.1034063821607074,0.1034063821607074,0.17279507881584,0.0984236831987697,0.035432525951557,0.0517339484813533,-0.1537870049980776,0.0138408304498269,-0.0384467512495194,-0.3100961168781238,-0.1137408688965782,0.0888273740868896,0.1476970396001538,-0.0711111111111111,-0.0629911572472126,-0.1137408688965782,-0.2288965782391388,-0.0222068435217224,-0.059115724721261,-0.0199307958477508,0.2069357939254133,0.1537870049980776,0.075355632449058,-0.075355632449058,0.0935640138408304,0.0448442906574394,0.075355632449058,0.1663360246059207,-0.0711111111111111,0.2599000384467512,-0.1190926566705113,-0.1929104190695886,0.0074432910419069,0.0325413302575932,0.01039600153787,-0.0517339484813533,0.1358861976163014,-0.0120569011918492,-0.1476970396001538,0.075355632449058,-0.2761399461745483,0.1358861976163014,0.1301653210303729,0.0629911572472126,-0.1537870049980776,-0.2519646289888504,-0.0120569011918492,-0.0297731641676278,0.059115724721261,-0.0384467512495194,-0.1137408688965782,0.0246059207996924,-0.2599000384467512,0.0888273740868896,-0.0199307958477508,-0.0553633217993079,0.1358861976163014,0.17279507881584,0.0074432910419069,0.0222068435217224,-0.1245674740484429,953,-23.07428335805694,-15.410958608695616,5.838919327553955,37.081511697405524,-121.1861005100389,3.7629187801996884
37.084650406318445,-121.17267903357369,0.1998615916955017,-0.0384467512495194,0.16,-0.0074432910419069,0.1085121107266436,0.1417301038062283,0.1358861976163014,0.0120569011918492,-0.0177777777777777,-0.0199307958477508,0.035432525951557,-0.1476970396001538,-0.2519646289888504,-0.1476970396001538,0.0415840061514801,0.0797231833910034,-0.16,-0.0553633217993079,-0.1301653210303729,-0.2288965782391388,-0.0061514801999231,-0.059115724721261,-0.1034063821607074,0.17279507881584,0.1793771626297577,0.1034063821607074,-0.0797231833910034,0.0888273740868896,0.1137408688965782,-0.0061514801999231,0.0984236831987697,-0.1476970396001538,0.1417301038062283,-0.1245674740484429,-0.2599000384467512,0.0517339484813533,0.1190926566705113,0.075355632449058,-0.1537870049980776,0.0415840061514801,0.1245674740484429,-0.2364628988850442,0.0120569011918492,-0.2069357939254133,0.1537870049980776,0.16,0.059115724721261,-0.17279507881584,-0.1417301038062283,0.0384467512495194,-0.1301653210303729,0.0842137639369473,0.0415840061514801,-0.0325413302575932,-0.0482276047673971,-0.2519646289888504,0.0271280276816609,-0.0448442906574394,-0.035432525951557,0.1085121107266436,0.17279507881584,-0.0120569011918492,0.1417301038062283,-0.0415840061514801,954,-22.459107074715465,-14.581973684074034,6.13357018353338,37.08465580089994,-121.17271561230551,3.286152144407596
37.08872022062073,-121.17944410081257,0.1663360246059207,0.0222068435217224,0.035432525951557,-0.059115724721261,0.0935640138408304,0.1417301038062283,0.0271280276816609,-0.0074432910419069,-0.0482276047673971,-0.1358861976163014,0.1998615916955017,-0.16,-0.2364628988850442,-0.1358861976163014,0.0842137639369473,0.1190926566705113,-0.0246059207996924,-0.0797231833910034,-0.16,-0.1034063821607074,-0.1085121107266436,-0.0177777777777777,-0.1137408688965782,0.1301653210303729,0.16,0.1417301038062283,-0.0842137639369473,0.0039369473279507,0.1034063821607074,0.1137408688965782,0.1034063821607074,-0.0199307958477508,0.2288965782391388,-0.1358861976163014,-0.2519646289888504,0.0222068435217224,-0.0482276047673971,0.0797231833910034,-0.17279507881584,0.0517339484813533,0.0448442906574394,-0.2069357939254133,0.0935640138408304,-0.2141330257593233,0.2141330257593233,0.1476970396001538,0.1929104190695886,-0.1301653210303729,-0.075355632449058,0.0039369473279507,-0.0629911572472126,-0.0222068435217224,0.0246059207996924,-0.0061514801999231,-0.0797231833910034,-0.2214532871972318,0.0384467512495194,-0.1537870049980776,0.0022145328719723,0.0325413302575932,0.186082276047674,-0.0553633217993079,0.17279507881584,-0.1417301038062283,955,-23.024155485513138,-15.131516414024317,6.155508100235342,37.08869821967848,-121.17945297693642,2.568952507059258
37.09818860878207,-121.19744560712397,0.2214532871972318,0.1793771626297577,-0.0384467512495194,-0.0984236831987697,0.1358861976163014,0.01039600153787,0.1085121107266436,0.0984236831987697,-0.0246059207996924,-0.1085121107266436,0.0711111111111111,-0.0984236831987697,-0.1793771626297577,-0.1998615916955017,0.075355632449058,0.1301653210303729,-0.0384467512495194,0.0842137639369473,-0.0415840061514801,0.0199307958477508,-0.0797231833910034,0.2069357939254133,-0.1137408688965782,0.0984236831987697,0.186082276047674,0.2441522491349481,-0.17279507881584,0.1301653210303729,0.1663360246059207,0.0797231833910034,0.1190926566705113,-0.0222068435217224,0.1793771626297577,0.0177777777777777,-0.1245674740484429,-0.0888273740868896,-0.035432525951557,-0.0384467512495194,-0.1663360246059207,0.186082276047674,0.0711111111111111,-0.035432525951557,0.1476970396001538,-0.2069357939254133,0.1929104190695886,0.1085121107266436,0.0935640138408304,-0.1537870049980776,-0.1358861976163014,-0.0448442906574394,-0.0177777777777777,-0.0271280276816609,0.0888273740868896,-0.0517339484813533,-0.1998615916955017,-0.1476970396001538,0.1034063821607074,-0.0888273740868896,-0.0325413302575932,-0.2141330257593233,0.17279507881584,-0.0384467512495194,-0.0415840061514801,-0.1034063821607074,78,-16.50074960754649,-10.403164478868842,4.071538191380384,37.09813053016173,-121.1974192826188,6.863886880938852
37.10447618356002,-121.16083740064185,0.1301653210303729,0.0482276047673971,0.1190926566705113,-0.1417301038062283,0.0935640138408304,0.16,0.075355632449058,0.0448442906574394,0.1085121107266436,-0.1190926566705113,-0.0246059207996924,-0.1301653210303729,-0.2761399461745483,-0.1137408688965782,0.0888273740868896,0.2141330257593233,-0.0935640138408304,0.1034063821607074,-0.0669896193771626,-0.2519646289888504,-0.0984236831987697,0.0629911572472126,-0.0482276047673971,0.1663360246059207,0.1358861976163014,0.1998615916955017,-0.1245674740484429,0.1245674740484429,0.1245674740484429,0.0669896193771626,0.1537870049980776,-0.0005536332179930795,0.2141330257593233,-0.0482276047673971,-0.1417301038062283,-0.0517339484813533,0.0384467512495194,0.0448442906574394,-0.0888273740868896,0.186082276047674,0.0448442906574394,-0.0984236831987697,0.1476970396001538,-0.2761399461745483,0.1245674740484429,0.1034063821607074,-0.0049826989619377,-0.0842137639369473,-0.2069357939254133,-0.1085121107266436,-0.0039369473279507,0.0517339484813533,0.0297731641676278,-0.1085121107266436,-0.0325413302575932,-0.186082276047674,0.1245674740484429,-0.0061514801999231,0.0088581314878892,0.1190926566705113,0.17279507881584,-0.0325413302575932,-0.0049826989619377,-0.1663360246059207,381,-19.86310336503008,-12.33932714457292,5.6542840502617215,37.10450856867898,-121.16085785055513,4.028695555642658
